"ID","OWNERID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","MAYEDIT","ISLOCKED","LASTVIEWEDDATE","LASTREFERENCEDDATE","DESCRIPTION_VOD__C","PRODUCT_VOD__C","PRODUCT_VOD__R.EXTERNAL_ID_VOD__C","PRODUCT_STRATEGY_VOD__C","DISPLAY_ORDER_VOD__C","ACTIVE_VOD__C","CATEGORY_VOD__C","VEHICLE_VOD__C","CLM_ID_VOD__C","CUSTOM_REACTION_VOD__C","SLIDE_VERSION_VOD__C","LANGUAGE_VOD__C","MEDIA_FILE_CRC_VOD__C","MEDIA_FILE_NAME_VOD__C","MEDIA_FILE_SIZE_VOD__C","SEGMENT_VOD__C","DETAIL_GROUP_VOD__C","DISABLE_ACTIONS_VOD__C","EXTERNAL_ID_MRK__C"
"a0DU0000005An9qMAC","005U0000000nwrsIAA","false","Cervical Cancer","2012-05-09T16:22:53.000Z","005U0000000nwrsIAA","2013-04-23T18:04:00.000Z","005U0000000pD4vIAE","2013-04-23T18:04:00.000Z","true","false","","","Cervical Cancer","a00U0000003NdG7IAK","606512","","11.0","false","General","","CLM ID","","","en_US","4278801053","GARDASIL-2_1-cervical-cancer.zip","1782314.0","","","",""
"a0DU0000005AnARMA0","005U0000000nwrsIAA","false","Cervical Cancer","2012-05-09T16:40:51.000Z","005U0000000nwrsIAA","2013-04-23T18:04:12.000Z","005U0000000pD4vIAE","2013-04-23T18:04:12.000Z","true","false","","","Cervical Cancer","a00U0000003NdG7IAK","606512","","6.0","false","General","","CLM ID","","","en_US","650260757","GARDASIL-1_3_1_cervical_cancer.zip","1784189.0","","","",""
"a0DU0000005AnBgMAK","005U0000000nwrsIAA","false","Completion Rates","2012-05-09T17:05:37.000Z","005U0000000nwrsIAA","2013-04-23T18:04:26.000Z","005U0000000pD4vIAE","2013-04-23T18:04:26.000Z","true","false","","","Completion Rates","a00U0000003NdG7IAK","606512","","20.0","false","General","","CLM ID","","","en_US","770570204","GARDASIL-5_1-completion-rates.zip","2028957.0","","","",""
"a0DU0000005AnBlMAK","005U0000000nwrsIAA","false","Dosing Information","2012-05-09T17:06:58.000Z","005U0000000nwrsIAA","2013-04-23T18:05:23.000Z","005U0000000pD4vIAE","2013-04-23T18:05:23.000Z","true","false","","","Dosing Information","a00U0000003NdG7IAK","606512","","19.0","false","General","","CLM ID","","","en_US","1522448826","GARDASIL-5_0-dosing-information.zip","1794018.0","","","",""
"a0DU0000005AnBqMAK","005U0000000nwrsIAA","false","Efficacy Profile","2012-05-09T17:09:33.000Z","005U0000000nwrsIAA","2013-04-23T18:05:39.000Z","005U0000000pD4vIAE","2013-04-23T18:05:39.000Z","true","false","","","Efficacy Profile","a00U0000003NdG7IAK","606512","","10.0","false","General","","CLM ID","","","en_US","2265919109","GARDASIL-2_0-efficacy_profile.zip","1759784.0","","","",""
"a0DU0000005AnC0MAK","005U0000000nwrsIAA","false","Females","2012-05-09T17:11:17.000Z","005U0000000nwrsIAA","2013-04-23T18:06:25.000Z","005U0000000pD4vIAE","2013-04-23T18:06:25.000Z","true","false","","","Females","a00U0000003NdG7IAK","606512","","16.0","false","General","","CLM ID","","","en_US","1118203337","GARDASIL-3_1-tolerability-profile-females.zip","1813210.0","","","",""
"a0DU0000005AnCAMA0","005U0000000nwrsIAA","false","Genital Warts","2012-05-09T17:14:32.000Z","005U0000000nwrsIAA","2013-04-23T18:06:37.000Z","005U0000000pD4vIAE","2013-04-23T18:06:37.000Z","true","false","","","Genital Warts","a00U0000003NdG7IAK","606512","","14.0","false","General","","CLM ID","","","en_US","3952323817","GARDASIL-2_4-genital-warts.zip","1802408.0","","","",""
"a0DU0000005AnCFMA0","005U0000000nwrsIAA","false","Genital Warts","2012-05-09T17:16:41.000Z","005U0000000nwrsIAA","2013-04-23T18:07:30.000Z","005U0000000pD4vIAE","2013-04-23T18:07:30.000Z","true","false","","","Genital Warts","a00U0000003NdG7IAK","606512","","9.0","false","General","","CLM ID","","","en_US","3827017556","GARDASIL-1_3_4_genital_warts.zip","1788085.0","","","",""
"a0DU0000005AnCKMA0","005U0000000nwrsIAA","false","HPV Infection","2012-05-09T17:18:15.000Z","005U0000000nwrsIAA","2013-04-23T18:07:46.000Z","005U0000000pD4vIAE","2013-04-23T18:07:46.000Z","true","false","","","HPV Infection","a00U0000003NdG7IAK","606512","","2.0","false","General","","CLM ID","","","en_US","1405497549","GARDASIL-1_0-disease-burden-prevalence-of-hpv.zip","1878248.0","","","",""
"a0DU0000005AnCUMA0","005U0000000nwrsIAA","false","HPV-Related Cancers and Diseases","2012-05-09T17:21:22.000Z","005U0000000nwrsIAA","2013-04-23T18:08:03.000Z","005U0000000pD4vIAE","2013-04-23T18:08:03.000Z","true","false","","","HPV-Related Cancers and Diseases","a00U0000003NdG7IAK","606512","","5.0","false","General","","CLM ID","","","en_US","4294338159","GARDASIL-1_3-hpv-related-cancers-and-diseases.zip","1851747.0","","","",""
"a0DU0000005AnCZMA0","005U0000000nwrsIAA","false","Males","2012-05-09T17:23:05.000Z","005U0000000nwrsIAA","2013-04-23T18:09:30.000Z","005U0000000pD4vIAE","2013-04-23T18:09:30.000Z","true","false","","","Males","a00U0000003NdG7IAK","606512","","15.0","false","General","","CLM ID","","","en_US","3621168615","GARDASIL-3_0-tolerability-profile-males.zip","1733836.0","","","",""
"a0DU0000005AnCoMAK","005U0000000nwrsIAA","false","MMWR Reprint (NIS Rates 2011)","2012-05-09T17:28:36.000Z","005U0000000nwrsIAA","2013-04-23T18:10:04.000Z","005U0000000pD4vIAE","2013-04-23T18:10:04.000Z","true","false","","","MMWR Reprint (NIS Rates 2011)","a00U0000003NdG7IAK","606512","","22.0","false","General","","CLM ID","","","en_US","3515787394","MMWR_2011_60-33.zip","415090.0","","","",""
"a0DU0000005AnD7MAK","005U0000000nwrsIAA","false","MMWR Reprint (Recommendations 2011)","2012-05-09T17:30:14.000Z","005U0000000nwrsIAA","2013-04-23T18:11:24.000Z","005U0000000pD4vIAE","2013-04-23T18:11:24.000Z","true","false","","","MMWR Reprint (Recommendations 2011)","a00U0000003NdG7IAK","606512","","21.0","false","General","","CLM ID","","","en_US","1838387219","MMWR_2011_60-50.zip","222971.0","","","",""
"a0DU0000005AnDHMA0","005U0000000nwrsIAA","false","Prescribing Information for M-M-R(R)II","2012-05-09T17:32:44.000Z","005U0000000nwrsIAA","2014-09-10T11:07:17.000Z","005U0000000pD4vIAE","2014-09-10T11:07:17.000Z","true","false","","","Prescribing Information for M-M-R(R)II","a00U0000003NdG7IAK","606512","","","false","General","","CLM ID","","","en_US","1395998880","mmr_ii_pi.zip","214776.0","","","",""
"a0DU0000005AnDMMA0","005U0000000nwrsIAA","false","Prescribing Information for GARDASIL","2012-05-09T17:35:36.000Z","005U0000000nwrsIAA","2013-04-23T18:12:05.000Z","005U0000000pD4vIAE","2013-04-23T18:12:05.000Z","true","false","","","Prescribing Information for GARDASIL","a00U0000003NdG7IAK","606512","","23.0","false","","","CLM ID","","","","2147276805","gardasil_pi-ppi.zip","319894.0","","","",""
"a0DU0000005AnDRMA0","005U0000000nwrsIAA","false","Prescribing Information for RECOMBIVAX HB","2012-05-09T17:37:43.000Z","005U0000000nwrsIAA","2013-04-23T18:12:16.000Z","005U0000000pD4vIAE","2013-04-23T18:12:16.000Z","true","false","","","Prescribing Information for RECOMBIVAX HB","a00U0000003NdG7IAK","606512","","","false","General","","CLM ID","","","en_US","149392523","recombivax_pi.zip","190628.0","","","",""
"a0DU0000005AnDbMAK","005U0000000nwrsIAA","false","Prescribing Information for Tetanus and Diphtheria Toxoids Adsorbed","2012-05-09T17:39:37.000Z","005U0000000nwrsIAA","2013-04-23T18:12:41.000Z","005U0000000pD4vIAE","2013-04-23T18:12:41.000Z","true","false","","","Prescribing Information for Tetanus and Diphtheria Toxoids Adsorbed","a00U0000003NdG7IAK","606512","","","false","General","","CLM ID","","","en_US","3071075717","tetanus-diphtheria_pi.zip","204485.0","","","",""
"a0DU0000005AnDvMAK","005U0000000nwrsIAA","false","Prescribing Information for VARIVAX","2012-05-09T17:42:53.000Z","005U0000000nwrsIAA","2013-04-23T18:13:17.000Z","005U0000000pD4vIAE","2013-04-23T18:13:17.000Z","true","false","","","Prescribing Information for VARIVAX","a00U0000003NdG7IAK","606512","","","false","General","","CLM ID","","","en_US","3512921530","varivax_pi.zip","228366.0","","","",""
"a0DU0000005AnE0MAK","005U0000000nwrsIAA","false","Select Safety Information","2012-05-09T17:44:32.000Z","005U0000000nwrsIAA","2013-04-23T18:13:39.000Z","005U0000000pD4vIAE","2013-04-23T18:13:39.000Z","true","false","2014-11-12T09:27:01.000Z","2014-11-12T09:27:01.000Z","Select Safety Information","a00U0000003NdG7IAK","606512","","24.0","false","General","","CLM ID","","","en_US","1069634251","GARDASIL-0_3-select-safety-information.zip","1889012.0","","","",""
"a0DU0000005AnE5MAK","005U0000000nwrsIAA","false","Table of Contents","2012-05-09T17:48:14.000Z","005U0000000nwrsIAA","2013-04-23T18:13:53.000Z","005U0000000pD4vIAE","2013-04-23T18:13:53.000Z","true","false","","","Table of Contents","a00U0000003NdG7IAK","606512","","1.0","false","General","","CLM ID","","","en_US","659445746","GARDASIL-0_0-table-of-contents.zip","2339542.0","","","",""
"a0DU0000005AnEoMAK","005U0000000nwrsIAA","false","Transmission","2012-05-09T17:50:18.000Z","005U0000000nwrsIAA","2013-04-23T18:14:17.000Z","005U0000000pD4vIAE","2013-04-23T18:14:17.000Z","true","false","","","Transmission","a00U0000003NdG7IAK","606512","","3.0","false","General","","CLM ID","","","en_US","519822136","GARDASIL-1_1-transmission-and-experimentation.zip","1774184.0","","","",""
"a0DU0000005AnEtMAK","005U0000000nwrsIAA","false","Vulvar/Vaginal Cancer","2012-05-09T17:52:12.000Z","005U0000000nwrsIAA","2013-04-23T18:14:56.000Z","005U0000000pD4vIAE","2013-04-23T18:14:56.000Z","true","false","","","Vulvar/Vaginal Cancer","a00U0000003NdG7IAK","606512","","12.0","false","General","","CLM ID","","","en_US","1520900220","GARDASIL-2_2-vulvar-vaginal-cancer.zip","1798618.0","","","",""
"a0DU0000005AnEyMAK","005U0000000nwrsIAA","false","Vulvar/Vaginal Cancer","2012-05-09T17:54:05.000Z","005U0000000nwrsIAA","2013-04-23T18:15:12.000Z","005U0000000pD4vIAE","2013-04-23T18:15:12.000Z","true","false","","","Vulvar/Vaginal Cancer","a00U0000003NdG7IAK","606512","","7.0","false","General","","CLM ID","","","en_US","3356373836","GARDASIL-1_3_2_vulvar_vaginal_cancer.zip","1798470.0","","","",""
"a0DU0000005Ap8uMAC","005U0000000nwrsIAA","false","Catch-up Recommendation","2012-05-09T18:27:12.000Z","005U0000000nwrsIAA","2013-04-23T17:36:33.000Z","005U0000000pD4vIAE","2013-04-23T17:36:33.000Z","true","false","","","Catch-up Recommendation","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","3708178411","VARIVAX-2_0-catch-up-recommendation.zip","1062845.0","","","",""
"a0DU0000005ApIKMA0","005U0000000nwrsIAA","false","Efficacy","2012-05-09T18:29:11.000Z","005U0000000nwrsIAA","2013-04-23T17:36:58.000Z","005U0000000pD4vIAE","2013-04-23T17:36:58.000Z","true","false","","","Efficacy","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","128704509","VARIVAX-3_0-efficacy.zip","1006114.0","","","",""
"a0DU0000005ApPLMA0","005U0000000nwrsIAA","false","MMWR Reprint (NIS Rates 2011)","2012-05-09T18:30:39.000Z","005U0000000nwrsIAA","2013-04-23T17:37:14.000Z","005U0000000pD4vIAE","2013-04-23T17:37:14.000Z","true","false","","","MMWR Reprint (NIS Rates 2011)","a00U0000003NdGKIA0","606525","","8.0","false","General","","CLM ID","","","en_US","305250226","MMWR_2011_60-33_VARIVAX.zip","733638.0","","","",""
"a0DU0000005ApgGMAS","005U0000000nwrsIAA","false","Opportunities for Vaccination","2012-05-09T18:32:08.000Z","005U0000000nwrsIAA","2013-04-23T17:37:27.000Z","005U0000000pD4vIAE","2013-04-23T17:37:27.000Z","true","false","","","Opportunities  for Vaccination","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","2071372935","VARIVAX-4_0-opportunities-vaccination.zip","1322520.0","","","",""
"a0DU0000005ApoYMAS","005U0000000nwrsIAA","false","Prescribing Information","2012-05-09T18:33:44.000Z","005U0000000nwrsIAA","2013-04-23T17:37:39.000Z","005U0000000pD4vIAE","2013-04-23T17:37:40.000Z","true","false","","","Prescribing Information","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","4140656024","varivax_pi-ppi.zip","215194.0","","","",""
"a0DU0000005Apv6MAC","005U0000000nwrsIAA","false","Prescribing Information for M-M-R(R)II","2012-05-09T18:35:07.000Z","005U0000000nwrsIAA","2014-09-10T11:06:14.000Z","005U0000000pD4vIAE","2014-09-10T11:06:14.000Z","true","false","","","Prescribing Information for M-M-R(R)II","a00U0000003NdGKIA0","606525","","11.0","false","General","","CLM ID","","","en_US","3561038746","mmr_v_ii_pi.zip","389512.0","","","",""
"a0DU0000005Aq1lMAC","005U0000000nwrsIAA","false","Prescribing Information for GARDASIL","2012-05-09T18:36:38.000Z","005U0000000nwrsIAA","2013-04-23T17:38:14.000Z","005U0000000pD4vIAE","2013-04-23T17:38:14.000Z","true","false","","","Prescribing Information for GARDASIL","a00U0000003NdGKIA0","606525","","10.0","false","General","","CLM ID","","","en_US","1177773632","gardasil_v_pi-ppi.zip","671595.0","","","",""
"a0DU0000005AqEcMAK","005U0000000nwrsIAA","false","Prescribing Information for RECOMBIVAX  HB","2012-05-09T18:39:55.000Z","005U0000000nwrsIAA","2013-04-23T17:38:40.000Z","005U0000000pD4vIAE","2013-04-23T17:38:40.000Z","true","false","","","Prescribing Information for RECOMBIVAX HB","a00U0000003NdGKIA0","606525","","12.0","false","General","","CLM ID","","","en_US","890461239","recombivax_v_pi.zip","473417.0","","","",""
"a0DU0000005AqTyMAK","005U0000000nwrsIAA","false","Prescribing Information for Tetanus and Diphtheria Toxoids Adsorbed","2012-05-09T18:41:35.000Z","005U0000000nwrsIAA","2013-04-23T17:38:59.000Z","005U0000000pD4vIAE","2013-04-23T17:38:59.000Z","true","false","","","Prescribing Information for Tetanus and Diphtheria Toxoids Adsorbed","a00U0000003NdGKIA0","606525","","13.0","false","General","","CLM ID","","","en_US","603810933","tetanus-diphtheria_v_pi.zip","473003.0","","","",""
"a0DU0000005AqeVMAS","005U0000000nwrsIAA","false","Routine  Recommendation","2012-05-09T18:42:52.000Z","005U0000000nwrsIAA","2013-04-23T17:39:42.000Z","005U0000000pD4vIAE","2013-04-23T17:39:42.000Z","true","false","","","Routine  Recommendation","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","2122560331","VARIVAX-2_1-routine-dose-recommendation.zip","1802657.0","","","",""
"a0DU0000005AqvQMAS","005U0000000nwrsIAA","false","Selected  Safety Information","2012-05-09T18:44:14.000Z","005U0000000nwrsIAA","2013-04-23T17:40:02.000Z","005U0000000pD4vIAE","2013-04-23T17:40:02.000Z","true","false","","","Selected  Safety Information","a00U0000003NdGKIA0","606525","","14.0","false","General","","CLM ID","","","","3308813433","VARIVAX-0_1-select-safety-information.zip","1051403.0","","","",""
"a0DU0000005ArTGMA0","005U0000000nwrsIAA","false","Table of Contents","2012-05-09T18:46:41.000Z","005U0000000nwrsIAA","2013-04-23T17:40:40.000Z","005U0000000pD4vIAE","2013-04-23T17:40:40.000Z","true","false","","","Table of Contents","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","4165444481","VARIVAX-0_0-table-of-contents.zip","1564868.0","","","",""
"a0DU0000005AroFMAS","005U0000000nwrsIAA","false","Vaccination Rates by Age Group","2012-05-09T18:48:09.000Z","005U0000000nwrsIAA","2013-04-23T17:41:40.000Z","005U0000000pD4vIAE","2013-04-23T17:41:40.000Z","true","false","","","Rates by Age Group","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","4095378428","VARIVAX-1_0-vaccination-rates-by-age-group.zip","1092932.0","","","",""
"a0DU0000005As0BMAS","005U0000000nwrsIAA","false","Vaccination Rates by State","2012-05-09T18:49:43.000Z","005U0000000nwrsIAA","2013-04-23T17:42:33.000Z","005U0000000pD4vIAE","2013-04-23T17:42:33.000Z","true","false","","","Rates by State","a00U0000003NdGKIA0","606525","","","false","General","","CLM ID","","","en_US","71765858","VARIVAX-1_1-vaccination-rates-by-state.zip","1524613.0","","","",""
"a0DU000000AOEdOMAX","005U0000000qKpVIAU","false","Reconstitution Video","2012-09-28T00:47:02.000Z","005U0000000qKpVIAU","2012-09-28T00:47:42.000Z","005U0000000qKpVIAU","2012-09-28T00:47:42.000Z","true","false","","","Reconstitution Video","a00U0000003NeH3IAK","TOPIC_VACCINES","","","true","","","CLM ID","","","","3641347933","reconstitution-video-1.zip","1.2242888E7","","","",""
"a0DU000000EPDKsMAP","005U0000000pD4vIAE","false","Indication and Select Safety Information","2013-01-28T16:42:35.000Z","005U0000000pD4vIAE","2014-11-05T19:39:50.000Z","005U0000000nwrsIAA","2014-11-05T19:39:50.000Z","true","false","","","Indication and Select Safety Information","a00U0000003NdG9IAK","606501","","","false","General","","CLM ID","","","en_US","1734559467","0.1_PNEUMOVAX_Indication_and_Select_Safety_Information.zip","569713.0","","","",""
"a0DU000000EPDKxMAP","005U0000000pD4vIAE","false","Manifestations","2013-01-28T16:43:27.000Z","005U0000000pD4vIAE","2014-11-05T19:39:52.000Z","005U0000000nwrsIAA","2014-11-05T19:39:52.000Z","true","false","","","Manifestations","a00U0000003NdG9IAK","606501","","","false","General","","CLM ID","","","en_US","2273668948","4.0_PNEUMOVAX_Pneumococcal_Disease.zip","548539.0","","","",""
"a0DU000000EPDKyMAP","005U0000000pD4vIAE","false","Table of Contents","2013-01-28T16:43:27.000Z","005U0000000pD4vIAE","2014-11-05T19:39:53.000Z","005U0000000nwrsIAA","2014-11-05T19:39:53.000Z","true","false","","","Table of Contents","a00U0000003NdG9IAK","606501","","","false","General","","CLM ID","","","en_US","3724398063","0.0_PNEUMOVAX_Table_of_Contents.zip","665871.0","","","",""
"a0DU000000EPDKzMAP","005U0000000pD4vIAE","false","Serotypes","2013-01-28T16:43:27.000Z","005U0000000pD4vIAE","2014-11-05T19:39:54.000Z","005U0000000nwrsIAA","2014-11-05T19:39:54.000Z","true","false","","","Serotypes","a00U0000003NdG9IAK","606501","","","false","General","","CLM ID","","","en_US","1894681703","1.0_PNEUMOVAX_Serotypes_in_Each_Vaccine.zip","588691.0","","","",""
